shipment_id,source,destination,transit_hours,avg_temp_celsius
SHP-1775,Hospital_Pharma_I,Central_Hub_A,2.6,12.52
SHP-1776,Retail_Store_F,Regional_Warehouse_C,7.6,3.94
SHP-1777,Hospital_Pharma_J,Retail_Store_G,10.5,20.05
SHP-1778,Regional_Warehouse_C,Hospital_Pharma_J,11.6,7.88
SHP-1779,Regional_Warehouse_C,Hospital_Pharma_J,15.7,4.39
SHP-1780,Retail_Store_H,Central_Hub_A,13.1,3.91
SHP-1781,Retail_Store_G,Retail_Store_F,4.0,6.21
SHP-1782,Regional_Warehouse_D,Retail_Store_H,14.3,15.39
SHP-1783,Hospital_Pharma_J,Regional_Warehouse_E,15.7,3.44
SHP-1784,Retail_Store_H,Regional_Warehouse_D,15.4,11.05
SHP-1785,Hospital_Pharma_I,Regional_Warehouse_D,18.5,10.89
SHP-1786,Regional_Warehouse_E,Retail_Store_H,17.0,5.25
SHP-1787,Regional_Warehouse_D,Retail_Store_F,14.8,12.55
SHP-1788,Hospital_Pharma_J,Retail_Store_H,11.6,0.11
SHP-1789,Retail_Store_H,Regional_Warehouse_E,2.0,3.46
SHP-1790,Retail_Store_G,Hospital_Pharma_I,14.6,6.41
SHP-1791,Hospital_Pharma_I,Retail_Store_G,13.2,1.36
SHP-1792,Regional_Warehouse_C,Regional_Warehouse_D,13.6,10.64
SHP-1793,Hospital_Pharma_J,Regional_Warehouse_C,4.3,6.39
SHP-1794,Regional_Warehouse_E,Central_Hub_A,5.5,1.04
SHP-1795,Retail_Store_H,Retail_Store_F,18.3,4.18
SHP-1796,Hospital_Pharma_I,Central_Hub_B,11.8,4.09
SHP-1797,Hospital_Pharma_I,Central_Hub_B,16.1,3.53
SHP-1798,Regional_Warehouse_E,Central_Hub_B,12.2,4.81
SHP-1799,Regional_Warehouse_C,Regional_Warehouse_E,12.2,10.71
SHP-1800,Retail_Store_H,Hospital_Pharma_I,17.6,5.21
SHP-1801,Regional_Warehouse_C,Retail_Store_G,8.9,18.79
SHP-1802,Central_Hub_B,Regional_Warehouse_D,12.6,4.28
SHP-1803,Retail_Store_H,Retail_Store_F,9.2,4.16
SHP-1804,Central_Hub_A,Retail_Store_G,9.4,4.17
SHP-1805,Central_Hub_A,Retail_Store_G,10.1,21.45
SHP-1806,Hospital_Pharma_I,Retail_Store_F,13.3,5.93
SHP-1807,Regional_Warehouse_D,Retail_Store_G,9.1,7.66
SHP-1808,Central_Hub_B,Retail_Store_F,19.5,2.19
SHP-1809,Regional_Warehouse_D,Central_Hub_A,6.6,5.78
SHP-1810,Retail_Store_F,Central_Hub_B,10.9,12.49
SHP-1811,Retail_Store_F,Regional_Warehouse_C,9.4,16.01
SHP-1812,Regional_Warehouse_C,Central_Hub_A,20.7,4.52
SHP-1813,Regional_Warehouse_E,Retail_Store_H,13.2,1.98
SHP-1814,Regional_Warehouse_C,Retail_Store_H,18.2,3.84
SHP-1815,Retail_Store_H,Central_Hub_A,3.1,6.62
SHP-1816,Central_Hub_B,Central_Hub_A,13.6,15.64
SHP-1817,Regional_Warehouse_E,Regional_Warehouse_D,17.3,4.85
SHP-1818,Regional_Warehouse_C,Hospital_Pharma_I,12.5,6.46
SHP-1819,Hospital_Pharma_J,Hospital_Pharma_I,18.4,4.07
SHP-1820,Retail_Store_G,Central_Hub_B,8.9,3.74
SHP-1821,Regional_Warehouse_E,Regional_Warehouse_D,20.5,5.98
SHP-1822,Regional_Warehouse_E,Central_Hub_B,25.8,7.01
SHP-1823,Central_Hub_A,Regional_Warehouse_D,9.8,3.74
SHP-1824,Retail_Store_G,Retail_Store_H,9.3,19.28
SHP-1825,Central_Hub_B,Hospital_Pharma_J,20.7,2.68
SHP-1826,Retail_Store_H,Hospital_Pharma_I,21.5,-0.31
SHP-1827,Central_Hub_A,Hospital_Pharma_I,8.9,2.87
SHP-1828,Hospital_Pharma_J,Regional_Warehouse_D,9.5,3.17
SHP-1829,Regional_Warehouse_C,Regional_Warehouse_E,10.3,15.37
SHP-1830,Retail_Store_G,Central_Hub_A,3.9,18.58
SHP-1831,Hospital_Pharma_J,Retail_Store_F,6.5,3.99
SHP-1832,Regional_Warehouse_D,Retail_Store_G,6.0,4.49
SHP-1833,Regional_Warehouse_C,Central_Hub_B,7.4,5.11
SHP-1834,Hospital_Pharma_I,Retail_Store_F,11.8,13.63
SHP-1835,Central_Hub_B,Hospital_Pharma_I,13.4,0.74
SHP-1836,Hospital_Pharma_I,Hospital_Pharma_J,21.3,2.57
SHP-1837,Hospital_Pharma_I,Hospital_Pharma_J,6.0,3.76
SHP-1838,Central_Hub_A,Retail_Store_G,17.9,4.46
SHP-1839,Retail_Store_H,Central_Hub_A,10.7,19.51
SHP-1840,Retail_Store_G,Retail_Store_F,11.7,4.12
SHP-1841,Regional_Warehouse_E,Central_Hub_A,16.0,3.66
SHP-1842,Retail_Store_F,Central_Hub_B,5.3,1.61
SHP-1843,Retail_Store_F,Regional_Warehouse_D,14.3,5.5
SHP-1844,Central_Hub_B,Retail_Store_F,13.0,14.22
SHP-1845,Regional_Warehouse_C,Central_Hub_A,15.0,2.79
SHP-1846,Retail_Store_F,Hospital_Pharma_I,13.7,2.6
SHP-1847,Retail_Store_F,Regional_Warehouse_C,26.7,14.58
SHP-1848,Retail_Store_H,Hospital_Pharma_J,8.2,2.87
SHP-1849,Regional_Warehouse_C,Hospital_Pharma_J,8.8,19.22
SHP-1850,Central_Hub_B,Retail_Store_H,8.3,4.55
SHP-1851,Central_Hub_A,Regional_Warehouse_E,8.7,20.64
SHP-1852,Regional_Warehouse_D,Central_Hub_A,8.2,4.42
SHP-1853,Regional_Warehouse_D,Central_Hub_A,19.1,10.22
SHP-1854,Retail_Store_F,Regional_Warehouse_E,20.5,2.98
SHP-1855,Hospital_Pharma_I,Retail_Store_G,8.6,2.43
SHP-1856,Hospital_Pharma_I,Retail_Store_H,7.0,4.81
SHP-1857,Regional_Warehouse_E,Central_Hub_A,14.8,4.88
SHP-1858,Regional_Warehouse_D,Regional_Warehouse_E,8.7,4.77
SHP-1859,Retail_Store_F,Central_Hub_A,15.8,3.0
SHP-1860,Retail_Store_F,Regional_Warehouse_E,13.2,4.83
SHP-1861,Central_Hub_B,Retail_Store_F,2.9,1.46
SHP-1862,Retail_Store_G,Hospital_Pharma_J,21.3,17.05
SHP-1863,Retail_Store_H,Retail_Store_G,22.8,3.55
SHP-1864,Retail_Store_F,Regional_Warehouse_C,8.3,14.16
SHP-1865,Retail_Store_H,Hospital_Pharma_J,9.7,19.69
SHP-1866,Retail_Store_F,Hospital_Pharma_I,13.7,1.66
SHP-1867,Regional_Warehouse_E,Central_Hub_B,14.0,6.55
SHP-1868,Retail_Store_G,Central_Hub_B,16.0,2.35
SHP-1869,Retail_Store_G,Regional_Warehouse_C,24.1,2.62
SHP-1870,Hospital_Pharma_I,Regional_Warehouse_E,10.9,5.78
SHP-1871,Retail_Store_F,Central_Hub_B,7.2,2.49
SHP-1872,Central_Hub_B,Retail_Store_F,3.7,3.36
SHP-1873,Regional_Warehouse_E,Hospital_Pharma_J,7.6,1.58
SHP-1874,Retail_Store_H,Retail_Store_G,11.8,3.03
SHP-1875,Regional_Warehouse_C,Retail_Store_H,22.8,4.87
SHP-1876,Retail_Store_F,Retail_Store_H,8.9,3.24
SHP-1877,Central_Hub_A,Retail_Store_F,13.3,2.97
SHP-1878,Hospital_Pharma_J,Retail_Store_G,11.9,15.93
SHP-1879,Regional_Warehouse_E,Central_Hub_A,19.1,4.1
SHP-1880,Central_Hub_B,Retail_Store_G,27.2,2.87
SHP-1881,Retail_Store_F,Hospital_Pharma_I,8.8,10.49
SHP-1882,Regional_Warehouse_C,Central_Hub_A,9.1,12.12
SHP-1883,Regional_Warehouse_C,Retail_Store_H,18.3,4.36
SHP-1884,Central_Hub_A,Regional_Warehouse_C,16.1,4.66
SHP-1885,Central_Hub_B,Regional_Warehouse_D,23.1,1.9
SHP-1886,Retail_Store_F,Hospital_Pharma_J,15.5,5.26
SHP-1887,Retail_Store_G,Central_Hub_A,9.8,16.87
SHP-1888,Hospital_Pharma_J,Regional_Warehouse_C,15.5,3.88
SHP-1889,Retail_Store_H,Retail_Store_F,18.7,1.81
SHP-1890,Retail_Store_F,Retail_Store_H,16.9,2.02
SHP-1891,Central_Hub_B,Regional_Warehouse_C,15.0,14.46
SHP-1892,Hospital_Pharma_I,Retail_Store_F,18.4,3.43
SHP-1893,Retail_Store_G,Retail_Store_F,19.0,4.99
SHP-1894,Regional_Warehouse_E,Regional_Warehouse_D,20.3,2.39
SHP-1895,Central_Hub_B,Central_Hub_A,15.9,3.97
SHP-1896,Regional_Warehouse_C,Retail_Store_H,11.0,3.86
SHP-1897,Hospital_Pharma_I,Retail_Store_G,12.9,13.77
SHP-1898,Hospital_Pharma_I,Central_Hub_B,19.2,14.89
SHP-1899,Regional_Warehouse_E,Hospital_Pharma_J,7.1,7.09
SHP-1900,Retail_Store_H,Regional_Warehouse_D,14.2,5.14
SHP-1901,Hospital_Pharma_J,Regional_Warehouse_E,9.6,5.97
SHP-1902,Retail_Store_H,Regional_Warehouse_D,12.2,16.71
SHP-1903,Central_Hub_B,Regional_Warehouse_C,19.7,17.58
SHP-1904,Central_Hub_B,Retail_Store_H,13.1,4.73
SHP-1905,Regional_Warehouse_C,Retail_Store_H,12.3,4.3
SHP-1906,Central_Hub_B,Retail_Store_F,3.8,4.88
SHP-1907,Retail_Store_F,Central_Hub_B,16.5,2.02
SHP-1908,Hospital_Pharma_I,Hospital_Pharma_J,15.9,5.79
SHP-1909,Regional_Warehouse_E,Hospital_Pharma_J,25.0,4.82
SHP-1910,Regional_Warehouse_C,Hospital_Pharma_J,10.2,4.07
SHP-1911,Retail_Store_F,Hospital_Pharma_I,13.3,3.92
SHP-1912,Regional_Warehouse_D,Central_Hub_B,13.5,4.95
SHP-1913,Regional_Warehouse_D,Regional_Warehouse_C,21.5,2.47
SHP-1914,Regional_Warehouse_D,Retail_Store_H,11.4,3.14
SHP-1915,Central_Hub_A,Retail_Store_F,13.7,20.06
SHP-1916,Hospital_Pharma_I,Retail_Store_F,15.6,6.25
SHP-1917,Retail_Store_H,Hospital_Pharma_I,13.1,13.43
SHP-1918,Regional_Warehouse_C,Central_Hub_B,9.3,14.16
SHP-1919,Central_Hub_B,Regional_Warehouse_E,13.2,4.83
SHP-1920,Retail_Store_G,Retail_Store_H,18.4,3.85
SHP-1921,Hospital_Pharma_I,Retail_Store_G,5.8,2.97
SHP-1922,Retail_Store_G,Central_Hub_B,12.8,21.46
SHP-1923,Regional_Warehouse_C,Retail_Store_F,7.8,3.51
SHP-1924,Central_Hub_B,Retail_Store_H,19.2,5.71
SHP-1925,Retail_Store_H,Hospital_Pharma_I,2.9,5.33
SHP-1926,Retail_Store_F,Regional_Warehouse_C,8.6,3.58
SHP-1927,Hospital_Pharma_I,Regional_Warehouse_C,14.3,1.36
SHP-1928,Regional_Warehouse_C,Retail_Store_G,21.4,3.4
SHP-1929,Hospital_Pharma_I,Central_Hub_A,11.6,3.2
SHP-1930,Central_Hub_B,Hospital_Pharma_I,8.7,2.08
SHP-1931,Regional_Warehouse_C,Regional_Warehouse_E,23.3,3.02
SHP-1932,Regional_Warehouse_C,Hospital_Pharma_J,3.3,3.31
SHP-1933,Retail_Store_F,Regional_Warehouse_D,2.0,3.96
SHP-1934,Retail_Store_F,Hospital_Pharma_I,14.6,5.38
SHP-1935,Regional_Warehouse_E,Central_Hub_B,9.0,3.08
SHP-1936,Regional_Warehouse_E,Regional_Warehouse_D,5.9,3.61
SHP-1937,Hospital_Pharma_I,Regional_Warehouse_E,16.3,5.63
SHP-1938,Regional_Warehouse_C,Regional_Warehouse_E,13.5,4.2
SHP-1939,Hospital_Pharma_J,Hospital_Pharma_I,8.6,6.09
SHP-1940,Central_Hub_B,Hospital_Pharma_I,4.3,3.54
SHP-1941,Regional_Warehouse_C,Hospital_Pharma_J,17.2,4.74
SHP-1942,Regional_Warehouse_C,Retail_Store_F,15.9,5.78
SHP-1943,Hospital_Pharma_J,Central_Hub_A,11.4,4.48
SHP-1944,Central_Hub_A,Central_Hub_B,23.1,1.89
SHP-1945,Central_Hub_A,Regional_Warehouse_E,5.6,3.63
SHP-1946,Regional_Warehouse_D,Retail_Store_G,2.8,4.82
SHP-1947,Hospital_Pharma_J,Central_Hub_A,7.8,3.87
SHP-1948,Retail_Store_H,Hospital_Pharma_I,11.7,17.55
SHP-1949,Regional_Warehouse_E,Hospital_Pharma_J,13.5,4.08
SHP-1950,Retail_Store_H,Regional_Warehouse_D,10.6,16.07
SHP-1951,Retail_Store_G,Regional_Warehouse_E,14.1,5.11
SHP-1952,Retail_Store_H,Central_Hub_B,4.5,3.16
SHP-1953,Central_Hub_A,Regional_Warehouse_C,20.7,3.97
SHP-1954,Retail_Store_H,Retail_Store_G,11.5,5.28
SHP-1955,Retail_Store_H,Hospital_Pharma_J,18.7,4.06
SHP-1956,Regional_Warehouse_D,Retail_Store_F,14.1,4.1
SHP-1957,Hospital_Pharma_J,Regional_Warehouse_C,14.7,14.56
SHP-1958,Retail_Store_F,Hospital_Pharma_J,15.4,2.73
SHP-1959,Retail_Store_F,Retail_Store_G,14.7,3.56
SHP-1960,Regional_Warehouse_C,Retail_Store_F,15.9,16.48
SHP-1961,Hospital_Pharma_I,Hospital_Pharma_J,20.0,4.46
SHP-1962,Central_Hub_B,Retail_Store_F,13.2,4.12
SHP-1963,Regional_Warehouse_D,Retail_Store_H,16.3,12.43
SHP-1964,Central_Hub_B,Regional_Warehouse_E,11.5,5.43
SHP-1965,Retail_Store_H,Regional_Warehouse_D,20.6,4.88
SHP-1966,Regional_Warehouse_C,Central_Hub_B,7.9,3.71
SHP-1967,Central_Hub_A,Regional_Warehouse_E,22.8,1.64
SHP-1968,Retail_Store_G,Hospital_Pharma_J,11.8,7.11
SHP-1969,Regional_Warehouse_D,Regional_Warehouse_C,3.4,4.02
SHP-1970,Retail_Store_F,Hospital_Pharma_J,12.8,4.03
SHP-1971,Regional_Warehouse_D,Regional_Warehouse_C,7.9,4.79
SHP-1972,Retail_Store_H,Hospital_Pharma_I,17.0,18.02
SHP-1973,Retail_Store_H,Hospital_Pharma_J,8.1,18.45
SHP-1974,Regional_Warehouse_E,Retail_Store_H,9.3,3.56
SHP-1975,Central_Hub_A,Central_Hub_B,2.0,6.74
SHP-1976,Retail_Store_G,Hospital_Pharma_I,9.3,4.36
SHP-1977,Retail_Store_H,Regional_Warehouse_D,2.0,7.44
SHP-1978,Regional_Warehouse_D,Retail_Store_F,2.5,6.21
SHP-1979,Central_Hub_A,Hospital_Pharma_J,16.6,4.25
SHP-1980,Regional_Warehouse_E,Retail_Store_H,16.7,8.99
SHP-1981,Hospital_Pharma_J,Retail_Store_H,14.6,2.32
SHP-1982,Regional_Warehouse_E,Hospital_Pharma_I,6.2,6.31
SHP-1983,Central_Hub_A,Central_Hub_B,11.7,11.47
SHP-1984,Retail_Store_G,Regional_Warehouse_C,12.0,4.96
SHP-1985,Regional_Warehouse_E,Retail_Store_F,5.0,3.52
SHP-1986,Retail_Store_G,Retail_Store_F,21.0,4.44
SHP-1987,Central_Hub_A,Retail_Store_G,17.3,3.74
SHP-1988,Central_Hub_A,Hospital_Pharma_I,10.7,0.77
SHP-1989,Regional_Warehouse_D,Retail_Store_F,12.2,2.23
SHP-1990,Hospital_Pharma_I,Regional_Warehouse_E,13.3,17.62
SHP-1991,Central_Hub_B,Retail_Store_G,2.0,3.66
SHP-1992,Hospital_Pharma_I,Retail_Store_H,10.5,15.57
SHP-1993,Hospital_Pharma_I,Regional_Warehouse_E,7.9,4.07
SHP-1994,Hospital_Pharma_J,Central_Hub_B,6.0,4.09
SHP-1995,Regional_Warehouse_C,Central_Hub_B,10.3,3.14
SHP-1996,Retail_Store_G,Retail_Store_F,22.8,5.49
SHP-1997,Retail_Store_F,Hospital_Pharma_I,15.8,4.59
SHP-1998,Retail_Store_F,Regional_Warehouse_C,8.6,18.2
SHP-1999,Regional_Warehouse_D,Hospital_Pharma_I,15.4,7.25
